Rank,Geographic Area,"April 1, 2020Estimates Base",2020,2021,2022,Population 2023
1547,"Starkville city, Mississippi","25,778","25,748","25,809","25,536","25,444"
1548,"Peekskill city, New York","25,433","25,324","25,837","25,548","25,442"
1549,"Grandview city, Missouri","26,200","26,156","25,877","25,601","25,436"
1550,"Nixa city, Missouri","23,262","23,446","24,165","24,748","25,405"
1551,"Avon city, Ohio","24,843","24,932","25,232","25,352","25,403"
1552,"Norco city, California","26,298","25,395","24,614","24,959","25,398"
1553,"Gardner city, Kansas","23,329","23,417","23,992","24,196","25,378"
1554,"De Pere city, Wisconsin","25,411","25,435","25,381","25,363","25,348"
1555,"Caledonia village, Wisconsin","25,351","25,335","25,281","25,224","25,326"
1556,"Muskego city, Wisconsin","25,038","25,084","25,260","25,141","25,312"
1557,"Raymore city, Missouri","22,924","23,020","24,161","24,171","25,306"
1558,"Belvidere city, Illinois","25,345","25,283","25,161","25,134","25,297"
1559,"Walker city, Michigan","25,136","25,234","25,184","25,062","25,289"
1560,"Carteret borough, New Jersey","25,331","25,297","25,218","25,105","25,281"
1561,"Pickerington city, Ohio","23,100","23,260","23,916","24,527","25,256"
1562,"Ottumwa city, Iowa","25,543","25,455","25,396","25,214","25,252"
1563,"Perrysburg city, Ohio","25,033","25,039","25,110","25,169","25,236"
1564,"Belton city, Texas","23,050","23,138","23,605","24,246","25,171"
1565,"Fairfax city, Virginia","24,147","24,177","24,353","24,752","25,144"
1566,"Saginaw city, Texas","23,893","24,016","24,021","25,311","25,139"
1567,"Shelbyville city, Tennessee","23,559","23,627","24,032","24,458","25,132"
1568,"Dickinson city, North Dakota","25,674","25,809","25,168","24,916","25,130"
1569,"Pelham city, Alabama","24,167","24,247","24,507","24,746","25,121"
1570,"West Chicago city, Illinois","25,625","25,564","25,418","25,193","25,116"
1571,"Loma Linda city, California","24,786","24,887","25,143","25,126","25,111"
1572,"Key West city, Florida","26,440","26,360","25,981","25,566","25,103"
1573,"Patterson city, California","23,786","23,823","24,267","24,744","25,063"
1574,"Inkster city, Michigan","26,078","25,993","25,702","25,324","25,056"
1575,"Lafayette city, California","25,399","25,392","25,298","25,112","25,048"
1576,"Bessemer city, Alabama","26,067","26,014","25,648","25,288","25,037"
1577,"Middletown town, Delaware","23,196","23,386","24,273","24,709","25,022"
1578,"Alton city, Illinois","25,660","25,608","25,422","25,189","25,006"
1579,"Norton Shores city, Michigan","25,033","25,018","25,073","25,009","25,005"
1580,"Riverbank city, California","24,866","24,876","24,851","24,835","25,001"
1581,"Fairhope city, Alabama","22,464","22,702","23,301","23,866","24,974"
1582,"Paris city, Texas","24,476","24,505","24,649","24,684","24,969"
1583,"Barstow city, California","25,409","25,411","25,362","25,155","24,964"
1584,"University Park city, Texas","25,278","25,239","25,060","24,985","24,954"
1585,"Cartersville city, Georgia","23,152","23,213","23,290","23,868","24,937"
1586,"Herndon town, Virginia","24,645","24,583","24,362","24,186","24,935"
1587,"Kerrville city, Texas","24,291","24,338","24,521","24,790","24,930"
1588,"Lexington town, South Carolina","23,552","23,653","24,330","24,646","24,921"
1589,"Hastings city, Nebraska","25,144","25,140","24,939","24,909","24,896"
1590,"Foley city, Alabama","20,486","20,748","22,196","23,693","24,873"
1591,"Hazelwood city, Missouri","25,470","25,427","25,237","25,059","24,863"
1592,"Ardmore city, Oklahoma","24,718","24,729","24,795","24,775","24,847"
1593,"Auburn city, Maine","24,055","24,074","24,275","24,369","24,793"
1594,"Fernley city, Nevada","22,898","23,028","23,573","24,275","24,744"
1595,"Mercer Island city, Washington","25,752","25,747","25,345","25,026","24,742"
1596,"Newport city, Rhode Island","25,168","25,113","25,086","25,012","24,717"
1597,"Wadsworth city, Ohio","24,021","24,072","24,382","24,530","24,709"
1598,"Romulus city, Michigan","25,171","25,112","25,077","24,861","24,702"
1599,"Yorkville city, Illinois","21,533","21,681","22,686","23,864","24,693"
1600,"Athens city, Ohio","23,843","23,824","20,700","22,718","24,673"
1601,"Zanesville city, Ohio","24,768","24,774","24,768","24,593","24,651"
1602,"Faribault city, Minnesota","24,456","24,445","24,448","24,400","24,642"
1603,"Johnston city, Iowa","24,058","24,111","24,248","24,383","24,640"
1604,"Fate city, Texas","17,963","18,412","21,004","22,808","24,626"
1605,"Fort Dodge city, Iowa","24,870","24,864","25,031","24,667","24,591"
1606,"Mandan city, North Dakota","24,186","24,214","24,401","24,478","24,586"
1606,"Kingsville city, Texas","25,406","25,357","25,064","24,847","24,586"
1608,"Barberton city, Ohio","25,180","25,137","25,008","24,820","24,563"
1609,"Homer Glen village, Illinois","24,549","24,505","24,551","24,458","24,546"
1610,"San Benito city, Texas","24,849","24,829","24,687","24,642","24,493"
1611,"Selma city, California","24,676","24,672","24,636","24,527","24,467"
1612,"Columbus city, Nebraska","24,029","24,076","24,136","24,236","24,464"
1613,"Ridgeland city, Mississippi","24,662","24,616","24,484","24,444","24,459"
1614,"Eustis city, Florida","23,198","23,221","23,635","23,966","24,457"
1615,"Greenbelt city, Maryland","24,922","24,869","24,622","24,359","24,360"
1616,"Seal Beach city, California","25,232","25,190","24,933","24,636","24,352"
1617,"Riverside city, Ohio","24,472","24,472","24,439","24,335","24,340"
1618,"Benbrook city, Texas","24,506","24,469","24,618","24,451","24,336"
1619,"Brookings city, South Dakota","23,370","23,359","23,544","24,003","24,312"
1620,"Decatur city, Georgia","24,942","24,907","24,334","24,327","24,307"
1621,"Ponca City city, Oklahoma","24,423","24,367","24,413","24,389","24,306"
1622,"Florence town, Arizona","27,406","27,342","25,962","25,478","24,291"
1623,"South Elgin village, Illinois","23,881","23,852","23,964","24,018","24,277"
1624,"Palmetto Bay village, Florida","24,446","24,327","23,865","24,226","24,264"
1625,"Bainbridge Island city, Washington","24,826","24,837","24,676","24,510","24,254"
1626,"Sandusky city, Ohio","25,098","25,038","24,800","24,526","24,241"
1627,"Clinton city, Iowa","24,467","24,444","24,457","24,346","24,239"
1628,"Avon town, Indiana","21,513","21,685","22,964","23,687","24,231"
1629,"Zion city, Illinois","24,678","24,626","24,521","24,340","24,206"
1630,"Horizon City city, Texas","22,476","22,636","23,150","23,310","24,168"
1631,"Willoughby city, Ohio","23,860","23,871","23,842","24,114","24,163"
1632,"Watertown city, New York","24,670","24,546","24,650","24,395","24,157"
1633,"Van Buren city, Arkansas","23,210","23,237","23,427","23,737","24,138"
1633,"Royse City city, Texas","13,529","13,719","15,994","19,762","24,138"
1635,"Morton Grove village, Illinois","25,299","25,209","24,735","24,320","24,131"
1635,"South Plainfield borough, New Jersey","24,334","24,286","24,297","24,145","24,131"
1637,"Marshall city, Texas","23,384","23,344","23,635","23,684","24,118"
1638,"Emporia city, Kansas","24,138","24,093","24,024","24,039","24,105"
1639,"Wyandotte city, Michigan","25,044","24,915","24,643","24,303","24,057"
1640,"Payson city, Utah","21,114","21,307","22,158","22,525","24,054"
1641,"Griffin city, Georgia","23,506","23,473","23,698","23,720","24,044"
1642,"Perry city, Georgia","20,624","20,944","22,249","23,514","24,029"
1643,"Oak Harbor city, Washington","24,620","24,625","24,665","24,263","24,016"
1644,"West Haven city, Utah","16,754","17,192","19,818","22,351","24,014"
1645,"Glassboro borough, New Jersey","23,155","23,176","23,439","23,632","23,987"
1646,"Hurricane city, Utah","20,031","20,207","21,816","23,074","23,959"
1647,"Centerton city, Arkansas","17,860","18,240","20,013","21,540","23,953"
1648,"Soledad city, California","24,932","24,683","24,639","24,058","23,947"
1649,"Westmont village, Illinois","24,436","24,384","24,201","23,998","23,933"
1650,"Farmington city, Minnesota","23,676","23,655","23,705","23,602","23,909"
1651,"Roseburg city, Oregon","23,665","23,678","23,846","23,856","23,861"
1652,"West Memphis city, Arkansas","24,515","24,461","24,030","23,790","23,825"
1653,"Maywood city, California","25,123","25,041","24,531","24,124","23,824"
1654,"Searcy city, Arkansas","22,940","22,961","22,904","22,918","23,813"
1655,"Papillion city, Nebraska","24,168","24,383","24,209","23,806","23,791"
1656,"Collinsville city, Illinois","24,368","24,327","24,162","23,944","23,779"
1657,"Kingston city, New York","24,062","24,001","24,168","23,876","23,777"
1658,"Corinth city, Texas","22,635","22,696","22,769","22,911","23,707"
1659,"Solon city, Ohio","24,257","24,217","23,991","23,784","23,702"
1660,"Ennis city, Texas","20,118","20,203","21,238","22,859","23,686"
1661,"Melrose Park village, Illinois","24,811","24,713","24,247","23,844","23,666"
1662,"St. John town, Indiana","20,318","20,516","21,522","22,826","23,644"
1663,"Edgewater city, Florida","23,111","23,143","23,285","23,523","23,636"
1664,"Groveland city, Florida","18,513","18,884","20,376","22,354","23,628"
1665,"Munster town, Indiana","23,896","23,887","23,770","23,664","23,614"
1666,"Fountain Hills town, Arizona","23,820","23,875","23,857","23,779","23,611"
1667,"Coralville city, Iowa","22,331","22,333","22,937","23,172","23,596"
1668,"Clinton city, Utah","23,396","23,465","23,665","23,534","23,588"
1669,"Melissa city, Texas","13,902","14,336","16,956","19,329","23,571"
1670,"Burlington city, Iowa","23,988","23,932","23,730","23,581","23,565"
1671,"North Salt Lake city, Utah","23,018","23,088","23,466","23,609","23,560"
1672,"Highland town, Indiana","23,981","23,962","23,803","23,620","23,525"
1673,"Kankakee city, Illinois","24,075","24,005","23,805","23,585","23,503"
1674,"Webster Groves city, Missouri","24,000","23,992","23,848","23,623","23,449"
1675,"Jacksonville Beach city, Florida","23,830","23,813","23,547","23,530","23,447"
1676,"Kenmore city, Washington","23,914","23,891","23,567","23,481","23,391"
1677,"Elmwood Park village, Illinois","24,522","24,423","23,960","23,553","23,369"
1678,"San Fernando city, California","23,963","23,946","23,688","23,482","23,364"
1679,"White Bear Lake city, Minnesota","24,870","24,783","24,160","23,585","23,363"
1680,"Pottstown borough, Pennsylvania","23,438","23,425","23,451","23,387","23,349"
1681,"Muscatine city, Iowa","23,799","23,745","23,480","23,436","23,341"
1682,"Loves Park city, Illinois","23,405","23,404","23,344","23,314","23,335"
1683,"Rolling Meadows city, Illinois","24,195","24,101","23,777","23,507","23,329"
1684,"Mustang city, Oklahoma","19,887","20,125","21,109","22,242","23,270"
1685,"Otsego city, Minnesota","19,966","20,174","21,429","22,433","23,241"
1686,"Watertown city, South Dakota","22,658","22,679","22,796","23,031","23,230"
1687,"Lisle village, Illinois","23,717","23,671","23,477","23,279","23,222"
1688,"DeBary city, Florida","22,255","22,308","22,580","22,963","23,209"
1689,"Waynesboro city, Virginia","22,196","22,279","22,606","22,799","23,182"
1690,"Duncan city, Oklahoma","22,673","22,652","22,775","22,992","23,170"
1691,"Freeport city, Illinois","23,967","23,896","23,655","23,376","23,136"
1692,"Duarte city, California","21,723","21,666","21,242","21,723","23,131"
1693,"Waxhaw town, North Carolina","20,542","20,779","21,714","22,536","23,073"
1694,"Oakdale city, California","23,186","23,216","23,282","23,174","23,045"
1695,"Columbus city, Mississippi","24,069","23,995","23,607","23,305","23,035"
1696,"Albertville city, Alabama","22,392","22,409","22,535","22,726","23,031"
1697,"Maple Heights city, Ohio","23,687","23,638","23,387","23,128","22,984"
1698,"Sapulpa city, Oklahoma","21,922","21,987","22,256","22,569","22,981"
1699,"Hudson city, Ohio","23,105","23,078","23,011","22,915","22,968"
1700,"Middleton city, Wisconsin","21,829","21,859","22,573","22,310","22,967"
1701,"Rock Springs city, Wyoming","23,523","23,492","23,177","23,030","22,954"
1702,"Trotwood city, Ohio","23,076","23,076","23,040","22,939","22,940"
1703,"Watauga city, Texas","23,657","23,597","23,303","23,064","22,934"
1704,"Keene city, New Hampshire","23,038","23,051","22,729","22,929","22,917"
1705,"Suwanee city, Georgia","20,813","21,015","21,977","22,517","22,913"
1706,"Ozark city, Missouri","21,279","21,403","21,978","22,516","22,907"
1707,"Prairie Village city, Kansas","22,955","22,966","22,963","22,946","22,900"
1708,"Maywood village, Illinois","23,509","23,410","23,140","22,881","22,880"
1709,"Champlin city, Minnesota","23,915","23,855","23,451","23,118","22,856"
1710,"Garden City village, New York","23,259","22,773","23,082","22,839","22,835"
1710,"Bonney Lake city, Washington","22,466","22,824","22,930","22,881","22,835"
1712,"Marina city, California","22,350","22,287","21,989","22,259","22,833"
1713,"Mesquite city, Nevada","20,465","20,616","21,190","21,979","22,786"
1714,"Hopewell city, Virginia","23,031","23,009","23,073","22,790","22,752"
1715,"Radcliff city, Kentucky","23,022","23,025","23,048","22,938","22,749"
1716,"Portsmouth city, New Hampshire","21,960","21,992","22,358","22,686","22,733"
1717,"Watertown city, Wisconsin","22,935","22,935","22,931","22,784","22,692"
1718,"Machesney Park village, Illinois","22,941","22,932","22,790","22,699","22,630"
1719,"North Plainfield borough, New Jersey","22,806","22,748","22,712","22,634","22,566"
1720,"Central Falls city, Rhode Island","22,582","22,547","22,530","22,492","22,543"
1721,"Christiansburg town, Virginia","23,352","23,304","22,458","22,542","22,542"
1722,"Hammond city, Louisiana","19,623","19,700","20,516","21,555","22,527"
1723,"North Platte city, Nebraska","23,405","23,307","22,980","22,691","22,523"
1724,"Roselle village, Illinois","22,918","22,921","22,698","22,509","22,508"
1725,"Greenwood city, South Carolina","22,558","22,560","22,429","22,445","22,498"
1726,"La Porte city, Indiana","22,449","22,413","22,420","22,226","22,486"
1727,"Acworth city, Georgia","22,464","22,425","22,346","22,301","22,379"
1728,"Lino Lakes city, Minnesota","21,410","21,474","21,885","22,048","22,376"
1729,"Big Spring city, Texas","26,310","26,273","26,014","22,534","22,373"
1730,"Biddeford city, Maine","22,546","22,539","22,530","22,463","22,367"
1731,"Summit city, New Jersey","22,730","22,638","22,573","22,321","22,344"
1732,"Roselle borough, New Jersey","22,693","22,604","22,475","22,308","22,342"
1733,"Carlisle borough, Pennsylvania","20,115","20,146","22,097","22,132","22,341"
1734,"Oxford city, Ohio","23,044","23,047","19,662","20,997","22,340"
1735,"Laguna Beach city, California","23,031","22,997","22,783","22,547","22,332"
1736,"Evans city, Colorado","22,176","22,285","22,357","22,623","22,326"
1737,"Bloomingdale village, Illinois","22,377","22,354","22,458","22,343","22,298"
1738,"Hialeah Gardens city, Florida","23,070","22,965","22,560","22,359","22,286"
1739,"Battle Ground city, Washington","20,757","20,864","21,168","21,625","22,285"
1740,"Columbia Heights city, Minnesota","21,963","21,944","21,870","22,253","22,278"
1741,"Sanford city, Maine","21,976","21,972","22,183","22,243","22,251"
1742,"Chambersburg borough, Pennsylvania","21,900","21,886","22,153","22,188","22,245"
1743,"Ruston city, Louisiana","22,163","22,155","22,255","22,225","22,233"
1743,"North Ogden city, Utah","20,921","21,042","21,493","21,850","22,233"
1745,"New Brighton city, Minnesota","23,456","23,463","22,918","22,407","22,228"
1746,"Calabasas city, California","23,239","23,246","22,918","22,519","22,227"
1747,"Clarksville town, Indiana","22,344","22,319","22,153","21,784","22,208"
1748,"Clemmons village, North Carolina","21,173","21,233","21,522","21,853","22,159"
1749,"Hastings city, Minnesota","22,160","22,156","22,034","21,710","22,121"
1750,"Helena city, Alabama","20,955","21,091","21,578","21,896","22,117"
1751,"Millbrae city, California","23,213","23,138","22,346","22,050","22,087"
1752,"Sedalia city, Missouri","21,735","21,745","21,847","21,971","22,086"
1753,"Oxford city, Alabama","22,091","22,091","22,077","22,004","22,078"
1754,"Snellville city, Georgia","20,574","20,596","20,863","22,025","22,067"
1755,"Corcoran city, California","22,355","22,708","22,624","22,881","22,044"
1756,"East Peoria city, Illinois","22,482","22,433","22,274","22,084","22,012"
1757,"Shelby city, North Carolina","21,917","21,958","21,904","21,862","22,010"
1758,"East Ridge city, Tennessee","22,161","22,188","22,068","21,925","21,961"
1759,"Montgomery village, Illinois","20,285","20,435","21,356","21,850","21,955"
1760,"Stephenville city, Texas","20,961","21,112","21,421","21,607","21,946"
1761,"Shafter city, California","19,958","20,067","20,249","21,015","21,915"
1762,"Crystal city, Minnesota","23,330","23,245","22,740","22,273","21,906"
1763,"Chillicothe city, Ohio","22,049","22,038","21,998","21,901","21,895"
1764,"Klamath Falls city, Oregon","21,783","21,819","22,010","21,966","21,888"
1765,"Sunny Isles Beach city, Florida","22,342","22,257","22,119","21,987","21,885"
1766,"Bryant city, Arkansas","20,660","20,763","21,079","21,507","21,877"
1767,"Junction City city, Kansas","22,932","22,947","22,537","22,162","21,856"
1768,"Dickinson city, Texas","21,421","21,455","21,704","21,752","21,834"
1769,"Pleasant Prairie village, Wisconsin","21,254","21,338","21,369","21,810","21,818"
1770,"Hanahan city, South Carolina","20,322","20,622","21,428","21,455","21,796"
1771,"Boerne city, Texas","17,865","18,084","19,393","20,733","21,774"
1772,"Mountain Brook city, Alabama","22,551","22,508","22,242","21,941","21,737"
1773,"Villa Park village, Illinois","22,259","22,206","22,007","21,811","21,727"
1774,"Cudahy city, California","22,804","22,719","22,232","21,905","21,723"
1775,"West St. Paul city, Minnesota","20,601","20,558","20,872","21,782","21,722"
1776,"Lebanon city, Ohio","20,851","20,864","21,245","21,481","21,699"
1777,"Darien city, Illinois","22,049","21,999","21,804","21,604","21,698"
1777,"Altoona city, Iowa","19,593","19,674","20,764","21,512","21,698"
1779,"Lindenwold borough, New Jersey","21,641","21,608","21,595","21,586","21,685"
1780,"Seymour city, Indiana","21,572","21,629","21,577","21,584","21,666"
1781,"Yucca Valley town, California","21,740","21,766","21,829","21,749","21,664"
1782,"Milwaukie city, Oregon","21,135","21,149","21,037","21,368","21,594"
1783,"Carbondale city, Illinois","21,925","21,890","21,769","21,725","21,592"
1784,"Imperial city, California","20,348","20,469","21,163","21,516","21,591"
1785,"Pascagoula city, Mississippi","22,001","21,969","21,887","21,631","21,582"
1786,"Alliance city, Ohio","21,668","21,630","21,446","21,481","21,525"
1787,"Mountlake Terrace city, Washington","21,290","21,283","21,512","21,559","21,516"
1788,"Blue Island city, Illinois","22,561","22,468","22,038","21,668","21,494"
1789,"Terrell city, Texas","17,481","17,658","18,719","20,091","21,480"
1790,"Birmingham city, Michigan","21,816","21,761","21,629","21,509","21,434"
1791,"New Castle city, Pennsylvania","21,936","21,902","21,756","21,529","21,413"
1792,"American Canyon city, California","21,841","21,799","21,810","21,611","21,347"
1793,"North Liberty city, Iowa","20,482","20,500","20,801","21,324","21,345"
1794,"Willmar city, Minnesota","21,021","21,032","21,088","21,252","21,335"
1795,"Montrose city, Colorado","20,302","20,378","20,714","21,025","21,333"
1796,"Del City city, Oklahoma","21,811","21,802","21,588","21,405","21,312"
1797,"South Euclid city, Ohio","21,889","21,843","21,619","21,395","21,264"
1798,"Elmwood Park borough, New Jersey","21,426","21,364","21,298","21,229","21,256"
1799,"Rocky River city, Ohio","21,759","21,728","21,552","21,340","21,236"
1800,"Port Hueneme city, California","21,958","21,979","21,760","21,427","21,217"
1801,"Golden Valley city, Minnesota","22,554","22,475","21,989","21,549","21,211"
1802,"Arlington city, Washington","19,909","20,042","20,711","21,116","21,206"
1803,"Mineola village, New York","20,806","20,845","21,411","21,247","21,169"
1804,"Anniston city, Alabama","21,563","21,515","21,349","21,181","21,167"
1805,"Ashland city, Kentucky","21,627","21,589","21,399","21,317","21,154"
1806,"Tukwila city, Washington","21,787","21,754","21,678","21,377","21,135"
1807,"Alton city, Texas","18,240","18,378","18,869","19,663","21,130"
1808,"Geneva city, Illinois","21,384","21,350","21,284","21,218","21,129"
1809,"Covington city, Washington","20,774","20,863","20,825","21,371","21,125"
1810,"Carrboro town, North Carolina","21,291","21,278","21,176","21,226","21,103"
1811,"South Lake Tahoe city, California","21,336","21,304","21,447","21,234","21,079"
1811,"Marquette city, Michigan","20,609","20,604","20,113","20,749","21,079"
1813,"Tavares city, Florida","19,001","19,017","19,751","20,368","21,061"
1813,"Ashland city, Oregon","21,380","21,405","21,639","21,295","21,061"
1815,"Arnold city, Missouri","20,841","20,853","20,850","20,825","21,059"
1816,"South Burlington city, Vermont","20,280","20,293","20,364","20,631","21,043"
1817,"Hays city, Kansas","21,116","21,126","21,058","21,064","21,040"
1818,"St. Michael city, Minnesota","18,223","18,287","19,026","19,995","21,034"
1819,"Northfield city, Minnesota","20,788","20,784","20,801","20,896","21,020"
1819,"Germantown village, Wisconsin","20,907","20,882","20,949","21,024","21,020"
1821,"Culpeper town, Virginia","20,084","20,167","20,553","20,750","21,012"
1822,"Mukilteo city, Washington","21,535","21,516","21,345","21,122","21,011"
1823,"Secaucus town, New Jersey","22,186","22,037","21,305","21,157","21,005"
1824,"Tullahoma city, Tennessee","20,337","20,392","20,657","20,809","21,001"
1825,"Gardner city, Massachusetts","21,282","21,221","21,022","20,946","20,974"
1826,"Saco city, Maine","20,380","20,418","20,712","20,883","20,960"
1827,"Grayslake village, Illinois","21,257","21,216","21,144","20,999","20,954"
1828,"Fort Walton Beach city, Florida","20,933","20,939","20,954","21,011","20,925"
1829,"Murphy city, Texas","21,006","21,082","21,211","21,179","20,920"
1830,"Frankfort village, Illinois","20,303","20,315","20,518","20,687","20,907"
1831,"Zephyrhills city, Florida","17,187","17,323","18,244","19,294","20,883"
1832,"Mount Pleasant city, Michigan","21,700","21,729","21,313","21,073","20,859"
1833,"East Moline city, Illinois","21,370","21,322","21,098","20,873","20,806"
1834,"Elko city, Nevada","20,545","20,559","20,628","20,733","20,785"
1835,"Howard village, Wisconsin","19,952","20,006","20,211","20,461","20,775"
1836,"Park Forest village, Illinois","21,698","21,614","21,252","20,915","20,763"
1837,"Piqua city, Ohio","20,378","20,408","20,488","20,628","20,747"
1838,"Murrysville municipality, Pennsylvania","20,991","20,961","20,879","20,721","20,745"
1839,"Mill Creek city, Washington","20,933","20,910","21,003","20,854","20,742"
1840,"Baldwin borough, Pennsylvania","21,508","21,474","21,244","20,946","20,708"
1841,"New Hope city, Minnesota","21,986","21,909","21,460","21,044","20,705"
1842,"Forest Lake city, Minnesota","20,611","20,701","20,640","20,869","20,685"
1843,"South St. Paul city, Minnesota","20,756","20,712","20,543","20,501","20,664"
1844,"Hyattsville city, Maryland","21,188","21,139","20,916","20,677","20,662"
1845,"Greenfield city, California","18,938","18,951","19,773","20,526","20,634"
1846,"Pleasantville city, New Jersey","20,627","20,594","20,603","20,641","20,613"
1847,"Shelbyville city, Indiana","20,116","20,127","20,167","20,289","20,609"
1848,"Painesville city, Ohio","20,295","20,286","20,549","20,619","20,605"
1849,"Bartow city, Florida","19,521","19,532","19,741","19,918","20,584"
1850,"Morristown town, New Jersey","20,178","20,126","20,281","20,360","20,571"
1851,"Westbrook city, Maine","20,404","20,434","20,657","20,631","20,564"
1852,"Westminster city, Maryland","20,134","20,137","20,280","20,410","20,536"
1853,"Harrison town, New Jersey","19,458","19,480","19,332","19,614","20,520"
1854,"Pittsburg city, Kansas","20,646","20,623","20,605","20,695","20,504"
1855,"Lynn Haven city, Florida","18,719","18,672","19,069","20,058","20,501"
1856,"South Holland village, Illinois","21,466","21,381","20,991","20,641","20,483"
1857,"Portland city, Texas","20,433","20,409","20,612","20,441","20,481"
1858,"Alamo city, Texas","19,512","19,661","19,999","20,311","20,460"
1859,"Gallup city, New Mexico","21,909","21,805","21,456","20,962","20,451"
1860,"Lockport city, New York","20,872","20,825","20,732","20,561","20,436"
1861,"Parma Heights city, Ohio","20,846","20,804","20,589","20,381","20,431"
1862,"Rolla city, Missouri","19,937","19,926","20,100","20,310","20,423"
1863,"Dolton village, Illinois","21,413","21,329","20,927","20,575","20,410"
1864,"Sulphur city, Louisiana","21,820","21,814","20,659","20,325","20,400"
1865,"Louisville city, Colorado","21,214","21,174","20,841","20,427","20,390"
1866,"Claremore city, Oklahoma","19,581","19,625","19,882","20,219","20,385"
1867,"Bethany city, Oklahoma","20,823","20,819","20,632","20,462","20,369"
1868,"Sweetwater city, Florida","19,363","19,271","18,921","19,574","20,352"
1869,"Kingsland city, Georgia","18,243","18,328","18,892","19,883","20,343"
1870,"Libertyville village, Illinois","20,578","20,558","20,527","20,420","20,332"
1871,"Sidney city, Ohio","20,591","20,547","20,441","20,293","20,309"
1872,"North Myrtle Beach city, South Carolina","18,816","18,910","19,321","19,851","20,303"
1873,"Durant city, Oklahoma","18,586","18,721","19,096","19,568","20,296"
1874,"Knightdale town, North Carolina","19,475","19,457","19,570","19,670","20,275"
1875,"Golden city, Colorado","20,410","20,394","20,702","20,584","20,242"
1876,"Adrian city, Michigan","20,646","20,617","20,501","20,390","20,238"
1877,"Punta Gorda city, Florida","19,468","19,524","19,972","20,604","20,227"
1878,"Highland city, Utah","19,357","19,380","19,630","19,913","20,217"
1879,"Mebane city, North Carolina","17,728","18,231","18,795","19,675","20,212"
1880,"South Milwaukee city, Wisconsin","20,799","20,775","20,539","20,298","20,211"
1881,"Manor city, Texas","13,658","14,112","18,126","19,004","20,209"
1882,"Angleton city, Texas","19,426","19,427","19,403","19,600","20,206"
1883,"Vicksburg city, Mississippi","21,560","21,465","20,856","20,384","20,192"
1884,"Santa Fe Springs city, California","19,211","19,144","18,934","19,345","20,174"
1885,"Republic city, Missouri","18,761","18,897","19,233","19,715","20,144"
1886,"Crest Hill city, Illinois","20,456","20,415","20,348","20,169","20,118"
1887,"Palisades Park borough, New Jersey","20,288","20,285","20,172","20,085","20,102"
1888,"Port Angeles city, Washington","19,964","20,007","20,293","20,160","20,101"
1889,"Monroe city, Michigan","20,466","20,451","20,416","20,218","20,089"
1890,"Fayetteville city, Georgia","18,944","19,017","19,345","19,670","20,083"
1891,"Sand Springs city, Oklahoma","19,872","19,902","19,952","20,022","20,075"
1892,"Lynbrook village, New York","20,430","20,360","20,305","20,149","20,071"
1893,"Universal City city, Texas","19,715","19,753","19,851","19,994","20,028"
1894,"Auburndale city, Florida","15,605","15,746","17,371","18,590","20,011"
1895,"Sherwood city, Oregon","20,451","20,424","20,313","20,032","19,957"
1896,"Forest Park city, Ohio","20,194","20,170","20,046","19,872","19,839"
1897,"Mayfield Heights city, Ohio","20,347","20,312","20,102","19,906","19,793"
1898,"Lomita city, California","20,945","20,868","20,415","20,048","19,782"
1899,"Whitehall city, Ohio","20,127","20,104","20,124","19,915","19,727"
1900,"La Ca�ada Flintridge city, California","20,571","20,497","20,048","19,726","19,538"
1901,"Mamaroneck village, New York","20,197","20,075","19,955","19,681","19,533"
1902,"Agoura Hills city, California","20,295","20,228","19,795","19,541","19,474"
1903,"Oroville city, California","20,106","19,995","19,892","19,611","19,449"
1904,"Monroe city, Washington","19,821","20,029","19,787","19,378","19,447"
1905,"Plainview city, Texas","20,183","20,140","19,897","19,600","19,420"
1906,"Harvey city, Illinois","20,330","20,251","19,874","19,545","19,397"
1907,"Ypsilanti city, Michigan","20,655","20,605","19,185","19,739","19,393"
1908,"Albany city, California","20,271","20,225","19,814","19,349","19,097"
1909,"Coronado city, California","20,196","18,150","19,046","18,360","18,437"
